start,end,days
48,8272,49370
274,8400,49432
274,8400,49470
205,8379,49496
357,8303,49519
238,8406,49535
238,8406,49550
238,8406,49596
358,8303,49611
48,8272,49655
339,8373,49668
205,8379,49701
274,8400,49740
354,8393,49807
278,8319,49817
359,8469,49835
360,8352,49898
205,8379,49903
355,8284,49910
238,8406,49959
291,8444,49969
336,8243,49992
348,8268,50020
48,8272,50069
238,8406,50071
206,8404,50165
307,8429,50301
48,8272,50323
361,8266,50327
48,8272,50353
335,8460,50434
48,8272,50528
238,8406,50532
319,8303,50566
152,8297,50568
238,8406,50579
305,8450,50587
319,8303,50613
274,8400,50711
269,8432,50719
238,8406,50754
362,8432,50757
269,8432,50786
48,8272,50786
347,8470,50787
265,8430,50796
274,8400,50819
347,8470,50827
48,8272,50947
48,8272,50989
69,8429,50992
48,8272,51024
48,8272,51068
319,8303,51087
238,8406,51094
269,8432,51124
363,8448,51157
319,8303,51207
40,8339,51235
265,8430,51247
69,8268,51260
319,8303,51261
40,8339,51268
364,8284,51274
274,8400,51286
319,8303,51288
19,8245,51292
365,8471,51293
269,8432,51314
366,8472,51337
274,8400,51339
48,8272,51362
354,8393,51373
365,8471,51393
183,8367,51401
265,8430,51442
335,8460,51466
355,8284,51473
274,8400,51487
274,8400,51522
367,8473,51542
254,8419,51586
238,8406,51595
274,8400,51596
332,8412,51599
306,8369,51632
291,8444,51636
265,8430,51650
206,8408,51675
40,8441,51679
228,8321,51685
368,8235,51686
206,8408,51700
366,8472,51701
274,8400,51709
366,8472,51738
269,8432,51745
274,8400,51816
206,8408,51834
238,8406,51848
206,8408,51897
369,8247,51933
206,8408,51951
370,8253,51977
367,8473,51981
48,8272,52008
228,8321,52025
371,8474,52025
365,8471,52037
291,8444,52037
371,8474,52058
367,8473,52104
372,8236,52201
274,8400,52288
373,8437,52296
274,8400,52310
374,8343,52313
238,8406,52326
40,8441,52336
269,8432,52353
369,8247,52394
238,8406,52437
375,8475,52487
113,8298,52507
206,8408,52520
206,8408,52597
376,8476,52600
238,8406,52606
335,8460,52608
376,8476,52627
377,8298,52630
375,8372,52681
377,8298,52732
291,8444,52739
206,8408,52741
377,8298,52774
376,8476,52802
377,8298,52832
376,8476,52833
238,8406,52835
19,8245,52859
238,8406,52878
378,8377,52891
376,8476,52903
269,8432,52978
377,8298,52978
377,8298,53053
274,8400,53090
322,8477,53099
376,8476,53146
379,8478,53153
238,8406,53155
376,8476,53179
377,8298,53179
335,8460,53224
377,8298,53243
269,8432,53246
380,8479,53249
269,8432,53278
206,8408,53298
380,8479,53312
376,8476,53315
379,8478,53321
238,8406,53335
381,8303,53340
376,8476,53395
382,8480,53415
238,8406,53436
379,8478,53437
383,8481,53461
238,8406,53480
365,8471,53488
380,8479,53490
365,8471,53502
183,8367,53522
378,8377,53522
384,8326,53564
376,8476,53577
289,8319,53586
376,8476,53615
376,8476,53742
376,8476,53760
238,8406,53763
380,8479,53780
376,8476,53811
380,8479,53864
380,8479,53898
297,8303,53928
311,8482,53932
19,8245,53934
376,8476,53962
206,8408,53962
379,8464,53981
380,8479,53994
376,8476,54048
376,8476,54079
291,8444,54098
376,8476,54113
269,8432,54128
297,8303,54145
380,8479,54197
372,8236,54258
206,8408,54275
380,8479,54276
274,8400,54297
385,8253,54423
206,8408,54463
238,8406,54479
274,8400,54499
206,8408,54504
238,8406,54505
206,8408,54540
386,8306,54584
206,8408,54588
385,8253,54620
19,8245,54626
206,8408,54635
179,8363,54641
274,8400,54660
238,8406,54683
376,8476,54684
206,8408,54701
118,8327,54715
376,8476,54721
353,8467,54747
206,8408,54766
383,8481,54774
274,8400,54782
179,8363,54786
376,8476,54786
291,8444,54815
206,8408,54860
387,8257,54879
376,8476,54884
118,8327,54888
179,8363,54895
385,8253,54901
214,8266,54908
388,8247,54949
274,8400,54979
291,8444,55002
183,8367,55086
238,8406,55093
206,8408,55128
238,8406,55130
376,8476,55154
206,8408,55170
389,8483,55171
274,8400,55192
291,8444,55194
206,8408,55196
383,8481,55252
386,8406,55272
214,8266,55291
206,8408,55292
390,8484,55309
353,8275,55319
391,8485,55324
206,8408,55343
367,8473,55356
386,8434,55361
353,8275,55364
392,8288,55371
383,8481,55384
391,8485,55385
206,8408,55416
291,8444,55473
118,8327,55483
274,8400,55510
376,8476,55551
69,8434,55556
365,8471,55568
383,8481,55604
393,8486,55614
394,8483,55651
383,8481,55719
179,8363,55723
274,8400,55748
395,8326,55759
118,8327,55792
393,8486,55803
335,8460,55841
19,8245,55870
152,8297,55909
291,8444,55947
291,8444,55971
89,8304,55990
369,8247,56018
179,8363,56160
291,8444,56175
335,8460,56231
274,8400,56335
58,8245,56387
118,8327,56409
40,8487,56423
396,8303,56452
179,8363,56473
397,8265,56475
388,8247,56476
396,8303,56547
385,8262,56582
118,8327,56582
335,8460,56593
206,8380,56601
391,8485,56610
179,8363,56627
398,8488,56648
206,8380,56649
274,8400,56653
291,8444,56725
399,8428,56762
400,8489,56787
399,8428,56804
274,8400,56806
401,8490,56830
118,8327,56866
399,8428,56874
274,8400,56965
402,8469,57017
400,8489,57061
308,8263,57085
291,8444,57096
401,8490,57120
391,8485,57134
401,8490,57139
400,8489,57141
367,8473,57196
183,8367,57215
118,8327,57240
367,8473,57252
391,8485,57274
403,8394,57285
346,8466,57287
23,8321,57294
367,8473,57303
23,8321,57311
404,8491,57336
274,8400,57338
405,8321,57350
274,8400,57368
405,8321,57376
260,8425,57392
274,8400,57404
291,8444,57411
367,8473,57430
404,8491,57436
367,8473,57458
206,8380,57484
260,8425,57487
404,8491,57506
391,8485,57519
260,8425,57547
406,8279,57598
308,8263,57611
391,8485,57613
206,8380,57630
407,8492,57651
274,8400,57697
335,8460,57730
404,8491,57737
274,8400,57740
206,8380,57744
143,8257,57760
405,8321,57797
335,8460,57837
408,8342,57902
23,8439,57917
48,8272,57917
391,8485,57925
335,8460,57947
391,8485,57959
50,8275,57983
335,8460,58012
143,8257,58015
409,8493,58053
405,8321,58061
404,8491,58063
335,8460,58066
143,8257,58087
258,8423,58095
48,8272,58109
405,8321,58116
143,8257,58136
410,8415,58153
143,8257,58163
281,8428,58170
346,8466,58255
405,8321,58262
404,8491,58288
411,8295,58298
179,8363,58304
412,8253,58357
179,8363,58386
404,8491,58405
411,8295,58417
404,8491,58501
413,8494,58547
414,8301,58577
50,8467,58581
413,8494,58655
415,8495,58712
414,8301,58720
123,8246,58734
416,8496,58775
413,8494,58785
417,8269,58812
413,8494,58816
416,8496,58845
416,8496,58866
413,8494,58926
404,8491,58940
118,8327,58948
416,8497,58993
416,8497,59005
414,8301,59019
418,8482,59021
416,8497,59055
328,8456,59121
328,8456,59148
260,8425,59167
416,8498,59177
416,8498,59197
416,8498,59239
419,8479,59254
420,8373,59260
400,8489,59277
260,8425,59281
418,8482,59281
404,8491,59282
400,8489,59302
48,8272,59362
48,8272,59385
48,8272,59430
61,8283,59459
400,8489,59483
416,8496,59527
421,8424,59582
411,8295,59598
48,8272,59611
411,8295,59660
421,8424,59677
400,8489,59680
414,8301,59749
422,8321,59758
405,8321,59807
423,8499,59828
421,8424,59842
424,8319,59855
423,8499,59873
422,8321,59887
425,8424,59888
405,8321,59895
426,8235,59909
48,8272,59935
422,8321,59941
48,8272,59981
426,8235,59986
260,8425,59992
427,8424,60019
400,8489,60028
428,8500,60033
400,8489,60066
414,8301,60095
4,8231,60097
427,8424,60104
427,8424,60131
179,8363,60148
414,8301,60174
427,8424,60240
311,8245,60268
427,8412,60271
429,8501,60281
430,8373,60329
400,8489,60338
427,8424,60396
431,8502,60425
311,8245,60429
400,8489,60432
432,8503,60456
411,8295,60470
428,8500,60556
27,8504,60591
205,8379,60600
427,8424,60600
102,8316,60600
430,8373,60603
433,8424,60620
48,8272,60653
201,8377,60660
48,8272,60694
422,8321,60745
433,8412,60771
430,8373,60789
427,8424,60805
418,8482,60831
411,8295,60903
418,8482,60925
433,8424,60935
422,8321,60943
434,8286,60943
332,8424,60960
411,8295,60998
435,8243,61000
427,8424,61026
436,8451,61029
437,8303,61049
438,8356,61092
427,8373,61109
418,8482,61113
439,8505,61147
365,8471,61205
418,8482,61215
439,8505,61221
422,8321,61242
427,8424,61243
440,8300,61249
438,8356,61267
427,8424,61281
441,8506,61283
431,8475,61306
442,8455,61308
4,8231,61310
57,8280,61316
400,8321,61328
4,8231,61342
332,8424,61357
427,8424,61360
411,8295,61372
405,8321,61375
332,8424,61407
335,8460,61435
443,8505,61468
405,8321,61513
444,8369,61538
445,8459,61576
446,8280,61600
411,8295,61614
223,8393,61624
405,8321,61669
447,8244,61804
446,8316,61815
370,8459,61851
444,8332,61953
305,8450,61961
411,8295,62000
448,8372,62063
430,8373,62100
449,8478,62113
405,8321,62120
428,8500,62160
400,8321,62183
223,8393,62190
400,8321,62337
411,8295,62342
450,8424,62364
278,8450,62402
450,8424,62415
405,8321,62416
341,8346,62426
451,8318,62440
430,8373,62467
400,8321,62477
400,8321,62535
411,8295,62553
452,8334,62647
4,8231,62660
4,8231,62695
400,8321,62708
450,8424,62718
453,8412,62728
430,8373,62733
4,8231,62737
450,8424,62745
411,8295,62749
4,8231,62798
404,8491,62811
454,8391,62820
4,8231,62838
455,8477,62879
312,8244,62883
411,8295,62906
430,8373,62932
326,8457,62972
456,8320,62993
411,8295,62993
457,8424,62994
312,8244,63030
312,8244,63046
458,8507,63077
444,8298,63101
459,8443,63126
427,8424,63131
69,8332,63159
460,8508,63231
461,8322,63233
462,8420,63241
179,8363,63260
463,8412,63327
464,8507,63349
427,8424,63352
312,8443,63358
463,8412,63362
427,8424,63391
80,8269,63401
69,8297,63411
411,8295,63415
465,8509,63489
400,8321,63495
465,8509,63548
427,8424,63560
466,8510,63584
400,8321,63584
467,8424,63594
466,8510,63608
400,8321,63611
466,8510,63651
400,8321,63663
81,8321,63696
414,8301,63709
468,8430,63723
469,8412,63742
179,8363,63746
411,8295,63761
179,8363,63776
466,8510,63819
179,8363,63820
411,8295,63824
466,8510,63841
466,8510,63852
179,8363,63860
466,8510,63874
468,8430,63895
466,8510,63913
466,8510,63966
466,8510,63978
470,8412,63985
6,8233,64004
466,8510,64009
471,8424,64054
466,8510,64178
466,8510,64198
307,8429,64211
380,8479,64214
472,8424,64219
473,8511,64219
466,8510,64246
380,8479,64253
472,8424,64278
474,8424,64311
117,8424,64398
475,8288,64402
476,8484,64501
365,8471,64513
81,8321,64554
477,8296,64579
81,8321,64586
478,8264,64629
161,8317,64708
479,8512,64719
466,8510,64720
418,8513,64729
148,8346,64792
480,8514,64870
179,8363,64875
375,8258,64910
481,8424,64919
480,8514,64944
427,8424,64948
466,8510,64967
427,8424,65009
482,8515,65040
483,8424,65070
179,8363,65103
483,8424,65129
484,8516,65155
450,8424,65230
485,8373,65248
477,8517,65255
477,8517,65296
486,8518,65319
450,8424,65324
103,8307,65332
466,8510,65350
487,8519,65384
483,8424,65417
488,8412,65418
466,8510,65433
489,8242,65458
179,8363,65489
477,8250,65515
477,8296,65578
466,8510,65607
487,8519,65608
449,8478,65624
477,8312,65676
490,8412,65694
477,8312,65697
491,8477,65704
487,8519,65705
490,8412,65720
482,8515,65724
477,8520,65740
103,8307,65756
477,8520,65758
482,8515,65760
466,8510,65818
335,8460,65823
487,8519,65831
492,8388,65865
493,8521,65870
103,8307,65874
466,8510,65892
494,8373,65940
487,8519,66013
495,8522,66015
495,8522,66055
495,8522,66092
487,8519,66228
492,8388,66282
271,8433,66282
496,8523,66401
497,8392,66469
493,8521,66584
498,8408,66603
499,8524,66624
271,8433,66629
500,8424,66728
487,8519,66730
499,8524,66735
335,8460,66759
500,8424,66766
487,8519,66787
271,8433,66832
499,8524,66866
493,8521,66902
367,8473,66963
487,8519,66973
484,8242,66999
499,8524,67014
367,8473,67022
206,8408,67042
346,8466,67043
198,8376,67118
206,8408,67124
501,8521,67125
487,8519,67138
502,8378,67192
499,8524,67260
206,8408,67261
503,8277,67264
504,8287,67267
502,8378,67280
487,8519,67310
414,8301,67336
505,8525,67355
466,8510,67359
143,8257,67402
487,8519,67403
9,8351,67422
367,8473,67445
502,8378,67469
466,8510,67493
487,8519,67506
499,8524,67513
506,8424,67535
466,8510,67580
487,8519,67603
507,8284,67610
499,8524,67613
405,8321,67646
508,8424,67676
466,8510,67688
499,8524,67695
487,8519,67710
335,8460,67738
509,8424,67756
422,8321,67763
499,8524,67787
466,8510,67834
482,8515,67839
243,8412,67858
510,8526,67871
511,8527,67885
507,8284,67887
509,8424,67890
512,8424,67918
513,8528,67971
143,8257,67988
514,8424,67992
482,8515,68027
405,8321,68031
499,8524,68061
513,8528,68063
515,8265,68087
513,8528,68096
513,8528,68165
499,8524,68189
367,8473,68193
516,8424,68195
513,8528,68206
367,8473,68229
505,8525,68236
509,8424,68239
513,8528,68244
416,8496,68264
516,8424,68264
517,8483,68273
367,8473,68274
103,8307,68286
509,8424,68294
516,8424,68302
518,8529,68305
262,8424,68344
519,8424,68349
516,8424,68355
518,8529,68359
499,8524,68374
262,8424,68377
516,8424,68385
520,8424,68417
513,8528,68419
405,8321,68420
493,8521,68424
335,8460,68428
152,8297,68492
314,8455,68512
405,8321,68549
48,8272,68555
521,8530,68592
405,8321,68595
82,8257,68600
152,8297,68610
367,8473,68635
522,8531,68638
405,8321,68652
518,8424,68661
522,8531,68661
518,8424,68663
367,8473,68668
405,8321,68729
152,8297,68737
367,8473,68753
523,8424,68756
152,8297,68837
103,8307,68855
405,8321,68871
524,8424,68897
487,8519,68910
522,8531,68933
367,8473,68942
487,8519,68990
287,8309,69085
152,8297,69155
335,8460,69207
367,8473,69225
367,8473,69301
487,8519,69306
152,8297,69328
515,8265,69372
362,8432,69377
525,8515,69435
152,8297,69452
507,8532,69479
103,8307,69499
367,8473,69506
206,8380,69606
82,8257,69644
309,8456,69718
507,8533,69744
272,8534,69797
89,8304,69814
309,8456,69831
287,8309,69835
487,8519,69846
367,8473,69888
487,8519,69895
526,8535,69911
335,8460,69941
89,8304,69963
522,8531,70007
309,8456,70011
527,8536,70017
528,8537,70064
487,8519,70071
529,8378,70104
530,8500,70123
18,8500,70129
306,8369,70185
103,8307,70188
530,8500,70218
531,8538,70220
326,8457,70238
309,8456,70239
362,8432,70253
272,8534,70258
335,8460,70344
309,8456,70356
532,8539,70423
533,8500,70468
505,8525,70472
534,8277,70483
405,8321,70486
365,8471,70512
405,8321,70534
532,8539,70557
335,8460,70584
309,8456,70622
505,8525,70660
487,8519,70717
414,8301,70718
444,8388,70730
82,8257,70760
82,8257,70816
487,8519,70860
416,8496,70888
535,8412,70913
82,8257,70943
272,8534,70963
179,8363,70966
522,8531,70967
82,8257,70970
103,8307,71012
272,8534,71031
367,8473,71032
448,8540,71040
103,8307,71050
335,8460,71093
272,8534,71116
505,8525,71148
522,8531,71172
536,8541,71173
537,8542,71174
82,8257,71182
487,8519,71192
503,8277,71202
326,8457,71252
538,8521,71271
367,8473,71304
539,8543,71318
271,8433,71325
414,8301,71339
540,8424,71390
541,8544,71399
542,8545,71419
424,8532,71444
542,8545,71471
543,8247,71515
423,8499,71524
544,8424,71535
536,8541,71558
542,8545,71566
536,8541,71571
545,8261,71582
227,8396,71584
505,8525,71602
546,8518,71617
227,8396,71657
542,8545,71673
545,8261,71712
414,8301,71741
535,8412,71753
522,8531,71757
103,8307,71794
536,8541,71797
541,8544,71807
507,8284,71818
547,8516,71820
526,8535,71840
532,8539,71857
505,8525,71865
335,8460,71881
526,8535,71887
103,8307,71889
515,8265,71892
487,8519,71894
505,8525,71936
541,8544,71938
526,8535,71941
548,8546,71947
549,8424,71980
549,8424,72016
541,8544,72024
541,8544,72069
335,8460,72079
487,8519,72095
541,8544,72127
535,8373,72128
541,8544,72146
487,8519,72182
405,8321,72242
505,8525,72263
405,8321,72304
367,8473,72314
487,8519,72384
505,8525,72401
422,8321,72419
314,8455,72423
541,8544,72448
487,8519,72457
444,8435,72483
286,8547,72490
286,8547,72500
103,8307,72510
550,8243,72514
493,8471,72519
487,8519,72554
551,8424,72561
552,8406,72601
541,8544,72602
505,8525,72612
405,8424,72635
541,8544,72642
405,8424,72666
367,8473,72694
550,8243,72702
99,8313,72705
326,8457,72725
367,8473,72732
422,8321,72734
103,8307,72738
326,8457,72764
99,8313,72770
505,8525,72791
553,8459,72792
541,8544,72817
553,8459,72825
548,8546,72835
554,8336,72921
274,8400,72947
555,8277,72966
404,8491,72977
505,8525,72990
416,8496,72991
548,8546,73015
556,8548,73063
143,8257,73071
543,8247,73082
557,8549,73090
558,8550,73103
143,8257,73124
450,8424,73196
559,8424,73199
493,8521,73209
558,8550,73229
493,8521,73235
450,8424,73245
68,8510,73250
143,8257,73298
376,8476,73307
560,8492,73312
143,8257,73320
561,8378,73326
103,8307,73375
522,8531,73376
562,8265,73402
103,8307,73417
487,8519,73428
550,8243,73432
206,8404,73438
28,8255,73468
375,8424,73477
376,8476,73521
376,8476,73551
376,8476,73594
563,8287,73597
563,8287,73637
376,8476,73638
103,8307,73671
564,8424,73676
565,8424,73688
376,8476,73707
103,8307,73711
560,8313,73716
487,8519,73721
404,8491,73734
566,8424,73752
487,8519,73780
81,8321,73845
179,8363,73867
326,8457,73897
198,8376,73898
103,8307,73905
450,8424,73917
487,8519,73921
404,8491,73943
179,8363,73962
414,8301,73978
418,8482,74030
548,8546,74044
376,8476,74061
367,8473,74069
418,8482,74081
335,8460,74110
28,8255,74122
487,8519,74147
404,8491,74158
567,8377,74192
367,8473,74193
568,8529,74226
367,8473,74259
404,8491,74291
166,8424,74329
274,8400,74367
367,8473,74379
569,8551,74395
335,8460,74443
166,8424,74463
570,8362,74473
53,8552,74475
569,8415,74478
166,8424,74503
28,8255,74504
571,8412,74528
166,8424,74537
85,8262,74555
376,8476,74561
274,8400,74568
166,8424,74571
572,8448,74593
367,8473,74597
487,8519,74643
376,8476,74644
487,8519,74680
155,8262,74693
376,8476,74708
166,8424,74713
28,8255,74737
166,8424,74765
274,8400,74774
376,8476,74776
166,8424,74796
376,8476,74812
573,8414,74835
145,8405,74858
251,8417,74865
376,8476,74891
487,8519,74902
444,8402,74911
376,8476,74915
335,8460,74922
574,8293,74956
487,8519,74988
575,8553,74990
376,8476,74994
292,8293,75016
9,8471,75021
576,8463,75021
444,8402,75043
376,8476,75059
376,8476,75094
487,8519,75110
251,8417,75131
577,8398,75147
9,8471,75165
404,8491,75176
487,8519,75193
251,8417,75242
28,8255,75243
367,8473,75278
404,8491,75279
28,8255,75288
251,8417,75291
171,8261,75299
251,8417,75319
251,8417,75348
367,8473,75357
367,8473,75372
251,8417,75403
487,8519,75409
367,8473,75421
251,8417,75442
367,8473,75455
487,8519,75463
335,8460,75505
404,8491,75513
251,8417,75524
578,8554,75532
148,8346,75571
572,8448,75610
171,8261,75626
487,8519,75644
69,8552,75645
579,8316,75648
145,8345,75668
580,8278,75674
28,8255,75683
487,8519,75732
251,8417,75773
11,8237,75791
572,8448,75793
274,8400,75832
572,8448,75860
487,8519,75864
11,8237,75865
251,8417,75892
581,8303,75931
582,8373,75932
11,8237,75939
487,8519,75947
533,8555,75958
272,8534,75989
251,8417,76011
11,8237,76020
494,8412,76035
69,8424,76042
145,8556,76048
251,8417,76058
583,8250,76135
251,8417,76156
376,8476,76177
28,8255,76213
251,8417,76219
486,8518,76278
180,8364,76294
251,8417,76317
274,8400,76323
584,8286,76345
585,8412,76359
586,8300,76363
571,8412,76412
587,8557,76418
579,8316,76419
487,8519,76419
28,8255,76453
588,8257,76469
587,8557,76473
251,8417,76489
11,8237,76585
388,8247,76678
206,8380,76680
499,8524,76681
576,8463,76700
587,8557,76705
335,8460,76716
388,8247,76724
251,8417,76767
11,8237,76770
487,8519,76771
335,8460,76791
388,8247,76830
11,8237,76834
499,8524,76843
589,8257,76878
11,8237,76913
487,8519,76929
571,8412,76963
11,8237,76965
251,8417,76968
7,8234,76974
579,8316,76991
11,8237,76992
11,8237,77019
11,8237,77042
590,8558,77071
329,8458,77084
388,8247,77098
499,8524,77122
329,8458,77124
415,8495,77134
11,8237,77170
487,8519,77170
206,8380,77171
590,8558,77176
251,8417,77195
591,8428,77230
251,8417,77243
415,8495,77249
589,8257,77255
591,8428,77266
388,8247,77273
591,8428,77298
592,8410,77438
11,8237,77439
487,8519,77451
593,8401,77490
592,8331,77497
251,8417,77531
11,8237,77536
180,8364,77573
180,8364,77603
587,8557,77616
579,8316,77635
329,8458,77668
420,8373,77672
499,8524,77691
594,8455,77722
11,8237,77751
251,8417,77754
487,8519,77765
11,8237,77788
579,8316,77806
388,8247,77808
499,8524,77818
272,8534,77837
28,8255,77843
487,8519,77851
103,8307,77863
36,8530,77887
579,8316,77926
587,8557,77928
595,8559,77948
36,8530,77953
487,8519,77971
36,8530,77989
405,8321,78035
367,8473,78048
251,8417,78075
587,8557,78083
365,8471,78086
367,8473,78098
596,8424,78126
28,8255,78128
535,8412,78129
535,8412,78165
596,8424,78206
15,8241,78213
367,8473,78219
388,8247,78250
415,8495,78259
367,8473,78259
596,8424,78267
422,8321,78285
487,8519,78294
69,8455,78347
596,8424,78357
597,8560,78367
251,8417,78378
596,8424,78380
120,8412,78390
487,8519,78394
367,8473,78403
415,8495,78405
587,8557,78432
598,8561,78500
484,8516,78502
103,8307,78545
487,8519,78546
599,8478,78636
103,8307,78668
487,8519,78677
600,8478,78689
601,8371,78711
316,8428,78712
487,8519,78734
103,8307,78787
257,8422,78816
497,8412,78879
587,8557,78882
206,8380,78887
405,8321,78944
487,8519,78946
257,8422,78946
