,start,end,days
1650,737,658,77
1651,737,723,77
1652,737,724,77
1653,737,659,77
1654,737,727,77
1655,737,624,87
1656,737,234,76
1657,737,625,112
1658,737,731,76
1659,737,451,76
1660,737,283,76
1661,737,563,75
1662,737,590,75
1663,737,188,120
1664,737,19,120
1665,737,354,117
1666,737,664,112
1667,737,665,112
1668,737,663,112
1669,737,666,110
1670,737,21,103
1671,737,668,99
1672,737,274,98
1673,737,669,98
1674,737,671,97
1675,737,602,96
1676,737,672,96
1677,737,411,96
1678,737,3369,93
1679,737,674,91
1680,737,675,91
1681,737,228,91
1682,737,676,91
1683,737,677,90
1684,737,631,90
1685,737,679,89
1686,737,58,89
1687,737,206,89
1688,737,681,89
1689,737,604,89
1690,737,682,89
1691,737,99,89
1692,737,93,89
1693,737,685,89
1694,737,606,89
1695,737,633,89
1696,737,608,89
1697,737,687,89
1698,737,689,88
1699,737,690,88
1700,737,691,88
1701,737,635,88
1702,737,636,88
1703,737,692,88
1704,737,204,88
1705,737,471,87
1706,737,549,87
1707,737,693,87
1708,737,694,86
1709,737,695,86
1710,737,102,86
1711,737,613,86
1712,737,696,86
1713,737,638,86
1714,737,697,86
1715,737,104,86
1716,737,698,86
1717,737,616,86
1718,737,699,85
1719,737,106,84
1720,737,701,84
1721,737,221,83
1722,737,710,83
1723,737,644,83
1724,737,702,83
1725,737,223,83
1726,737,496,83
1727,737,642,83
1728,737,584,83
1729,737,52,83
1730,737,703,83
1731,737,704,83
1732,737,705,83
1733,737,706,83
1734,737,224,82
1735,737,707,82
1736,737,646,82
1737,737,647,82
1738,737,648,81
1739,737,435,86
1740,737,650,81
1741,737,708,81
1742,737,652,80
1743,737,422,80
1744,737,383,80
1745,737,161,80
1746,737,709,80
1747,737,290,80
1748,737,711,79
1749,737,713,79
1750,737,653,79
1751,737,716,78
1752,737,717,78
1753,737,718,77
1754,737,719,77
1755,737,657,77
1756,737,720,77
1757,737,721,77
1758,737,722,77
1759,737,135,77
1760,737,726,76
1761,737,728,76
1762,737,434,76
1763,737,729,76
1764,737,730,76
1765,737,42,76
1766,737,660,76
1767,737,402,76
1768,737,661,76
1769,737,7,76
1770,737,242,75
1771,737,732,75
1772,737,258,75
1773,737,257,74
1774,737,734,74
1775,737,3370,74
1776,737,735,69
1777,737,589,123
1778,737,1064,127
1779,411,148,43
1780,738,148,26
1781,739,148,29
1782,740,148,25
1783,444,148,23
1784,437,148,18
1785,404,148,19
1786,132,148,57
1787,422,148,27
1788,417,148,22
1789,428,148,17
1790,741,148,20
1791,742,148,22
1792,743,148,20
1793,430,148,15
1794,20,148,20
1795,632,148,69
1796,511,148,63
1797,134,148,98
1798,482,148,21
1799,744,148,21
1800,69,148,58
1801,507,148,42
1802,46,148,24
1803,494,148,22
1804,745,148,22
1805,746,148,24
1806,524,148,40
1807,747,148,17
1808,531,148,60
1809,748,148,18
1810,749,148,18
1811,750,148,18
1812,751,148,15
1813,752,148,14
1814,73,148,16
1815,753,148,18
1816,431,148,9
1817,425,148,15
1818,49,148,2
1819,424,148,5
1820,347,148,38
1821,380,148,26
1822,754,148,20
1823,354,148,32
1824,755,148,19
1825,534,148,19
1826,756,148,19
1827,757,148,20
1828,393,148,19
1829,758,148,17
1830,481,148,20
1831,759,148,17
1832,445,148,18
1833,484,148,20
1834,438,148,41
1835,465,148,9
1836,95,148,4
1837,418,148,18
1838,760,148,11
1839,407,148,66
1840,427,148,56
1841,761,148,25
1842,144,148,22
1843,762,148,21
1844,763,148,20
1845,764,148,20
1846,765,148,20
1847,766,148,20
1848,767,148,32
1849,768,148,19
1850,769,148,20
1851,770,148,18
1852,486,148,13
1853,771,148,22
1854,772,148,16
1855,485,148,10
1856,516,148,18
1857,466,148,16
1858,773,148,7
1859,143,148,11
1860,421,148,3
1861,774,148,24
1862,775,148,24
1863,776,148,121
1864,7,148,72
1865,138,148,68
1866,546,148,65
1867,42,148,50
1868,429,148,43
1869,128,148,41
1870,777,148,28
1871,778,148,22
1872,779,148,22
1873,780,148,22
1874,781,148,22
1875,782,148,21
1876,783,148,22
1877,784,148,21
1878,785,148,21
1879,786,148,21
1880,787,148,21
1881,788,148,20
1882,446,148,20
1883,789,148,19
1884,790,148,19
1885,791,148,19
1886,627,148,20
1887,792,148,19
1888,692,148,19
1889,793,148,18
1890,794,148,20
1891,795,148,19
1892,796,148,19
1893,797,148,18
1894,798,148,18
1895,799,148,19
1896,414,148,17
1897,800,148,17
1898,801,148,18
1899,802,148,15
1900,803,148,15
1901,153,148,14
1902,804,148,14
1903,805,148,13
1904,806,148,13
1905,807,148,12
1906,490,148,19
1907,152,148,12
1908,455,148,5
1909,731,148,12
1910,808,148,10
1911,809,148,121
1912,724,148,77
1913,721,148,77
1914,112,148,76
1915,810,148,76
1916,622,148,75
1917,811,148,68
1918,276,148,66
1919,268,148,66
1920,812,148,62
1921,510,148,61
1922,319,148,59
1923,71,148,57
1924,813,148,53
1925,814,148,53
1926,815,148,48
1927,70,148,47
1928,816,148,43
1929,817,148,42
1930,818,148,29
1931,478,148,28
1932,304,148,24
1933,819,148,22
1934,583,148,21
1935,527,148,21
1936,820,148,20
1937,821,148,20
1938,822,148,20
1939,823,148,20
1940,824,148,19
1941,825,148,19
1942,826,148,19
1943,827,148,19
1944,828,148,19
1945,829,148,18
1946,830,148,18
1947,831,148,18
1948,832,148,18
1949,447,148,18
1950,833,148,18
1951,834,148,18
1952,835,148,18
1953,836,148,18
1954,837,148,18
1955,838,148,17
1956,839,148,17
1957,840,148,17
1958,841,148,17
1959,842,148,16
1960,843,148,16
1961,844,148,15
1962,845,148,14
1963,846,148,22
1964,847,148,13
1965,848,148,13
1966,849,148,13
1967,557,148,13
1968,850,148,12
1969,560,148,12
1970,851,148,12
1971,852,148,17
1972,853,148,9
1973,558,148,9
1974,854,148,8
1975,489,148,6
1976,264,148,6
1977,52,148,4
1978,148,740,24
1979,148,1453,15
1980,148,418,56
1981,148,507,27
1982,148,745,31
1983,148,437,22
1984,148,531,60
1985,148,445,18
1986,148,751,29
1987,148,430,10
1988,148,404,22
1989,148,752,19
1990,148,466,21
1991,148,741,20
1992,148,773,19
1993,148,422,15
1994,148,421,15
1995,148,425,15
1996,148,424,15
1997,148,417,6
1998,148,2437,22
1999,148,632,67
2000,148,428,62
2001,148,69,58
2002,148,347,38
2003,148,431,35
2004,148,739,29
2005,148,444,24
2006,148,754,20
2007,148,822,20
2008,148,746,24
2009,148,482,20
2010,148,524,40
2011,148,534,19
2012,148,393,19
2013,148,747,17
2014,148,3367,16
2015,148,743,16
2016,148,750,18
2017,148,73,16
2018,148,484,20
2019,148,753,18
2020,148,20,17
2021,148,760,11
2022,148,407,66
2023,148,511,63
2024,148,427,56
2025,148,42,50
2026,148,546,45
2027,148,738,27
2028,148,779,26
2029,148,46,22
2030,148,144,22
2031,148,494,21
2032,148,785,71
2033,148,786,21
2034,148,411,43
2035,148,820,21
2036,148,765,20
2037,148,744,20
2038,148,755,19
2039,148,767,32
2040,148,768,19
2041,148,766,20
2042,148,757,18
2043,148,769,20
2044,148,770,21
2045,148,802,15
2046,148,803,19
2047,148,805,14
2048,148,771,22
2049,148,557,13
2050,148,851,39
2051,148,490,19
2052,148,516,18
2053,148,438,41
2054,148,143,11
2055,148,95,4
2056,148,49,2
2057,148,774,24
2058,148,775,24
2059,148,7,72
2060,148,1500,68
2061,148,510,61
2062,148,814,59
2063,148,815,48
2064,148,429,43
2065,148,134,36
2066,148,818,29
2067,148,478,28
2068,148,2906,26
2069,148,761,25
2070,148,778,22
2071,148,3371,22
2072,148,819,22
2073,148,780,22
2074,148,782,21
2075,148,783,22
2076,148,784,21
2077,148,762,21
2078,148,787,21
2079,148,763,20
2080,148,764,20
2081,148,446,20
2082,148,3372,19
2083,148,789,19
2084,148,791,21
2085,148,627,20
2086,148,792,19
2087,148,354,32
2088,148,829,18
2089,148,794,20
2090,148,795,19
2091,148,796,19
2092,148,797,18
2093,148,798,18
2094,148,834,18
2095,148,799,19
2096,148,758,17
2097,148,481,17
2098,148,504,17
2099,148,800,17
2100,148,759,16
2101,148,843,21
2102,148,1781,15
2103,148,846,22
2104,148,804,14
2105,148,806,13
2106,148,807,12
2107,148,485,10
2108,148,152,12
2109,148,465,9
2110,148,264,6
2111,148,455,3
2112,148,731,12
2113,148,808,10
2114,148,776,121
2115,148,809,121
2116,148,721,77
2117,148,112,76
2118,148,810,76
2119,148,622,75
2120,148,811,68
2121,148,3373,67
2122,148,276,66
2123,148,268,66
2124,148,812,62
2125,148,1072,62
2126,148,319,59
2127,148,1069,55
2128,148,813,53
2129,148,3374,50
2130,148,328,45
2131,148,70,44
2132,148,816,43
2133,148,817,42
2134,148,128,41
2135,148,44,40
2136,148,3375,29
2137,148,777,28
2138,148,571,25
2139,148,3376,25
2140,148,304,24
2141,148,742,22
2142,148,583,21
2143,148,788,20
2144,148,821,20
2145,148,823,20
2146,148,824,19
2147,148,790,19
2148,148,825,19
2149,148,826,19
2150,148,827,19
2151,148,828,19
2152,148,692,19
2153,148,793,18
2154,148,830,18
2155,148,831,18
2156,148,832,18
2157,148,447,18
2158,148,756,18
2159,148,835,18
2160,148,836,18
2161,148,837,18
2162,148,838,17
2163,148,839,17
2164,148,414,17
2165,148,748,17
2166,148,840,17
2167,148,841,17
2168,148,801,16
2169,148,842,16
2170,148,845,14
2171,148,153,14
2172,148,847,13
2173,148,844,13
2174,148,848,13
2175,148,849,13
2176,148,850,12
2177,148,560,12
2178,148,772,12
2179,148,852,17
2180,148,853,9
2181,148,558,9
2182,148,854,8
2183,148,489,6
2184,148,52,4
2185,148,380,26
2186,148,2171,19
2187,148,833,18
2188,148,749,19
2189,148,477,64
2190,148,781,22
2191,855,499,122
2192,856,499,115
2193,42,499,102
2194,256,499,106
2195,268,499,106
2196,857,499,103
2197,858,499,95
2198,348,499,109
2199,626,499,147
2200,450,499,102
2201,717,499,116
2202,628,499,138
2203,608,499,108
2204,428,499,137
2205,497,499,110
2206,577,499,95
2207,636,499,113
2208,78,499,135
2209,673,499,110
2210,588,499,113
2211,567,499,110
2212,184,499,137
2213,859,499,103
2214,716,499,101
2215,411,499,98
2216,568,499,104
2217,449,499,108
2218,183,499,120
2219,860,499,99
2220,593,499,100
2221,565,499,114
2222,861,499,95
2223,862,499,95
2224,220,499,98
2225,863,499,96
2226,864,499,138
2227,675,499,114
2228,609,499,94
2229,865,499,148
2230,866,499,139
2231,600,499,137
2232,283,499,113
2233,458,499,134
2234,736,499,108
2235,867,499,106
2236,868,499,104
2237,869,499,105
2238,435,499,101
2239,619,499,101
2240,870,499,100
2241,871,499,110
2242,872,499,96
2243,627,499,113
2244,194,499,95
2245,873,499,135
2246,79,499,126
2247,642,499,141
2248,874,499,138
2249,562,499,117
2250,276,499,115
2251,152,499,133
2252,875,499,113
2253,876,499,112
2254,571,499,107
2255,877,499,106
2256,38,499,110
2257,878,499,102
2258,21,499,109
2259,702,499,99
2260,879,499,98
2261,690,499,104
2262,672,499,96
2263,880,499,96
2264,881,499,93
2265,882,499,138
2266,883,499,136
2267,237,499,136
2268,884,499,136
2269,885,499,135
2270,886,499,132
2271,605,499,116
2272,539,499,116
2273,887,499,114
2274,888,499,113
2275,429,499,113
2276,173,499,113
2277,651,499,112
2278,889,499,112
2279,138,499,112
2280,890,499,111
2281,275,499,111
2282,891,499,111
2283,585,499,111
2284,892,499,110
2285,893,499,110
2286,894,499,110
2287,434,499,109
2288,549,499,109
2289,895,499,109
2290,500,499,109
2291,896,499,109
2292,710,499,109
2293,853,499,109
2294,897,499,105
2295,91,499,105
2296,82,499,104
2297,898,499,102
2298,899,499,102
2299,900,499,102
2300,901,499,101
2301,902,499,101
2302,903,499,101
2303,160,499,100
2304,904,499,100
2305,905,499,99
2306,632,499,99
2307,503,499,98
2308,906,499,98
2309,670,499,97
2310,439,499,96
2311,39,499,96
2312,907,499,96
2313,908,499,96
2314,589,499,95
2315,909,499,95
2316,910,499,95
2317,911,499,94
2318,649,499,93
2319,594,499,93
2320,912,499,93
2321,206,499,93
2322,680,499,93
2323,128,499,93
2324,913,499,93
2325,914,499,92
2326,915,499,92
2327,916,499,91
2328,308,499,91
2329,917,499,91
2330,918,499,138
2331,230,499,91
2332,681,499,91
2333,683,499,93
2334,919,499,121
2335,499,268,106
2336,499,450,112
2337,499,434,94
2338,499,1301,103
2339,499,626,103
2340,499,857,103
2341,499,567,108
2342,499,428,112
2343,499,717,114
2344,499,588,114
2345,499,673,110
2346,499,856,120
2347,499,716,101
2348,499,435,113
2349,499,256,98
2350,499,628,111
2351,499,861,99
2352,499,220,104
2353,499,348,109
2354,499,608,91
2355,499,864,138
2356,499,600,139
2357,499,78,121
2358,499,859,102
2359,499,636,113
2360,499,497,110
2361,499,183,120
2362,499,593,100
2363,499,577,95
2364,499,609,94
2365,499,458,134
2366,499,449,108
2367,499,867,107
2368,499,184,130
2369,499,868,113
2370,499,869,105
2371,499,870,100
2372,499,871,110
2373,499,872,96
2374,499,627,112
2375,499,863,96
2376,499,194,95
2377,499,675,114
2378,499,429,132
2379,499,79,126
2380,499,152,133
2381,499,283,113
2382,499,651,112
2383,499,571,107
2384,499,877,106
2385,499,38,110
2386,499,21,109
2387,499,860,99
2388,499,702,99
2389,499,690,118
2390,499,672,96
2391,499,582,95
2392,499,862,95
2393,499,881,93
2394,499,884,136
2395,499,886,132
2396,499,642,119
2397,499,874,117
2398,499,562,117
2399,499,605,116
2400,499,539,116
2401,499,276,115
2402,499,887,114
2403,499,888,113
2404,499,875,113
2405,499,173,113
2406,499,889,112
2407,499,890,111
2408,499,876,111
2409,499,891,111
2410,499,585,111
2411,499,892,110
2412,499,893,110
2413,499,894,110
2414,499,549,109
2415,499,895,109
2416,499,500,109
2417,499,896,109
2418,499,710,109
2419,499,853,109
2420,499,736,108
2421,499,897,105
2422,499,91,105
2423,499,82,104
2424,499,898,102
2425,499,878,102
2426,499,3225,102
2427,499,900,102
2428,499,901,101
2429,499,902,101
2430,499,903,101
2431,499,160,100
2432,499,905,99
2433,499,632,99
2434,499,411,98
2435,499,503,98
2436,499,906,98
2437,499,879,98
2438,499,670,97
2439,499,439,96
2440,499,907,96
2441,499,908,96
2442,499,880,96
2443,499,565,95
2444,499,909,95
2445,499,910,95
2446,499,911,94
2447,499,649,93
2448,499,700,93
2449,499,594,93
2450,499,912,93
2451,499,206,93
2452,499,680,93
2453,499,913,93
2454,499,914,92
2455,499,2008,92
2456,499,916,91
2457,499,128,91
2458,499,308,91
2459,499,917,91
2460,499,230,91
2461,499,681,91
2462,499,683,91
2463,499,1544,127
2464,499,2026,117
2465,499,3377,116
2466,499,2251,112
2467,499,3378,122
2468,499,1059,128
2469,499,1074,140
2470,499,873,140
2471,499,83,138
2472,499,2159,138
2473,499,3379,138
2474,499,471,138
2475,499,3247,138
2476,499,2737,138
2477,499,2736,138
2478,499,2735,138
2479,499,2734,138
2480,499,1996,138
2481,499,1995,138
2482,499,42,124
2483,499,648,123
2484,499,3023,138
2485,499,1997,121
2486,499,3380,117
2487,499,1523,115
2488,499,1276,115
2489,499,130,114
2490,499,844,114
2491,499,1469,114
2492,499,2614,113
2493,499,3381,112
2494,499,1228,112
2495,499,997,112
2496,499,1011,112
2497,499,1254,112
2498,499,1882,111
2499,499,2012,111
2500,499,1707,110
2501,499,568,109
2502,499,619,113
2503,499,1647,97
2504,499,39,113
2505,499,1663,94
2506,499,1296,119
2507,920,567,109
2508,921,567,82
2509,600,567,139
2510,41,567,82
2511,575,567,118
2512,428,567,130
2513,716,567,98
2514,721,567,109
2515,427,567,85
2516,922,567,87
2517,562,567,84
2518,588,567,112
2519,450,567,138
2520,923,567,81
2521,924,567,116
2522,724,567,81
2523,42,567,116
2524,566,567,114
2525,675,567,109
2526,636,567,152
2527,864,567,104
2528,925,567,94
2529,926,567,96
2530,927,567,96
2531,578,567,98
2532,372,567,84
2533,511,567,94
2534,928,567,92
2535,577,567,92
2536,929,567,87
2537,886,567,81
2538,135,567,82
2539,283,567,78
2540,569,567,83
2541,930,567,84
2542,365,567,30
2543,45,567,150
2544,456,567,108
2545,416,567,106
2546,931,567,105
2547,707,567,117
2548,263,567,106
2549,932,567,98
2550,678,567,91
2551,434,567,87
2552,933,567,86
2553,242,567,86
2554,736,567,86
2555,615,567,85
2556,344,567,84
2557,934,567,91
2558,7,567,92
2559,710,567,85
2560,935,567,23
2561,936,567,143
2562,868,567,126
2563,937,567,116
2564,938,567,101
2565,939,567,100
2566,910,567,94
2567,418,567,91
2568,940,567,91
2569,474,567,89
2570,570,567,88
2571,941,567,87
2572,942,567,85
2573,943,567,87
2574,944,567,82
2575,226,567,89
2576,945,567,84
2577,451,567,81
2578,243,567,80
2579,449,567,78
2580,896,567,85
2581,29,567,27
2582,946,567,23
2583,671,567,152
2584,947,567,150
2585,891,567,139
2586,948,567,123
2587,429,567,119
2588,445,567,112
2589,116,567,109
2590,200,567,109
2591,67,567,108
2592,628,567,106
2593,949,567,104
2594,950,567,100
2595,433,567,99
2596,916,567,99
2597,951,567,98
2598,194,567,91
2599,952,567,89
2600,654,567,88
2601,584,567,87
2602,674,567,87
2603,953,567,87
2604,593,567,87
2605,954,567,86
2606,612,567,86
2607,955,567,85
2608,956,567,84
2609,957,567,84
2610,484,567,84
2611,257,567,83
2612,440,567,83
2613,958,567,83
2614,959,567,82
2615,401,567,81
2616,960,567,81
2617,586,567,80
2618,253,567,80
2619,458,567,80
2620,597,567,79
2621,961,567,79
2622,962,567,79
2623,963,567,78
2624,717,567,78
2625,964,567,78
2626,750,567,78
2627,965,567,77
2628,966,567,77
2629,681,567,77
2630,574,567,77
2631,967,567,77
2632,968,567,77
2633,49,567,77
2634,304,567,76
2635,50,567,76
2636,32,567,76
2637,969,567,71
2638,422,567,70
2639,970,567,70
2640,275,567,70
2641,461,567,44
2642,971,567,22
2643,972,567,22
2644,567,1455,84
2645,567,575,93
2646,567,428,130
2647,567,2361,109
2648,567,922,86
2649,567,41,83
2650,567,721,109
2651,567,450,138
2652,567,923,81
2653,567,724,80
2654,567,600,139
2655,567,588,108
2656,567,3382,152
2657,567,925,107
2658,567,3383,70
2659,567,864,105
2660,567,934,114
2661,567,886,81
2662,567,135,82
2663,567,921,82
2664,567,569,86
2665,567,930,92
2666,567,365,30
2667,567,566,112
2668,567,926,93
2669,567,927,92
2670,567,928,92
2671,567,578,98
2672,567,434,87
2673,567,7,92
2674,567,42,89
2675,567,511,100
2676,567,562,77
2677,567,710,85
2678,567,931,105
2679,567,636,152
2680,567,433,116
2681,567,910,94
2682,567,418,91
2683,567,678,90
2684,567,577,92
2685,567,933,86
2686,567,1235,85
2687,567,942,85
2688,567,716,84
2689,567,944,82
2690,567,226,89
2691,567,943,87
2692,567,451,81
2693,567,924,90
2694,567,449,77
2695,567,49,77
2696,567,896,85
2697,567,67,108
2698,567,29,27
2699,567,935,23
2700,567,946,22
2701,567,671,152
2702,567,936,141
2703,567,416,141
2704,567,429,132
2705,567,868,126
2706,567,3384,125
2707,567,948,123
2708,567,937,116
2709,567,445,112
2710,567,2205,112
2711,567,675,109
2712,567,116,109
2713,567,200,108
2714,567,920,108
2715,567,628,106
2716,567,707,105
2717,567,456,105
2718,567,949,104
2719,567,263,101
2720,567,938,100
2721,567,950,100
2722,567,978,100
2723,567,916,99
2724,567,932,98
2725,567,2363,92
2726,567,679,91
2727,567,194,91
2728,567,940,91
2729,567,3385,90
2730,567,952,89
2731,567,474,88
2732,567,570,88
2733,567,584,87
2734,567,929,87
2735,567,953,87
2736,567,593,87
2737,567,674,86
2738,567,954,86
2739,567,941,86
2740,567,612,86
2741,567,955,85
2742,567,980,85
2743,567,615,85
2744,567,242,85
2745,567,956,84
2746,567,344,84
2747,567,484,84
2748,567,257,83
2749,567,440,83
2750,567,958,83
2751,567,959,82
2752,567,945,84
2753,567,401,81
2754,567,960,81
2755,567,586,80
2756,567,253,80
2757,567,458,80
2758,567,243,79
2759,567,597,79
2760,567,497,79
2761,567,961,79
2762,567,962,79
2763,567,717,78
2764,567,964,78
2765,567,1627,78
2766,567,750,78
2767,567,966,77
2768,567,681,77
2769,567,574,77
2770,567,967,77
2771,567,968,77
2772,567,304,76
2773,567,50,76
2774,567,32,76
2775,567,969,71
2776,567,1716,71
2777,567,422,70
2778,567,275,70
2779,567,970,70
2780,567,461,44
2781,567,444,31
2782,567,971,22
2783,567,972,22
2784,567,427,123
2785,567,1453,121
2786,567,1064,88
2787,567,372,85
2788,567,957,86
2789,567,1448,22
2790,220,451,101
2791,275,451,91
2792,600,451,80
2793,973,451,69
2794,974,451,69
2795,114,451,76
2796,975,451,87
2797,976,451,112
2798,7,451,127
2799,707,451,91
2800,977,451,61
2801,978,451,67
2802,428,451,137
2803,681,451,87
2804,635,451,100
2805,979,451,88
2806,871,451,88
2807,980,451,80
2808,586,451,93
2809,981,451,78
2810,135,451,74
2811,982,451,56
2812,42,451,100
2813,125,451,58
2814,511,451,112
2815,692,451,152
2816,243,451,77
2817,922,451,83
2818,434,451,86
2819,899,451,76
2820,474,451,140
2821,983,451,88
2822,78,451,140
2823,79,451,140
2824,496,451,127
2825,571,451,125
2826,710,451,83
2827,966,451,80
2828,589,451,75
2829,713,451,76
2830,661,451,76
2831,984,451,78
2832,931,451,84
2833,49,451,73
2834,985,451,68
2835,716,451,104
2836,880,451,79
2837,986,451,66
2838,429,451,61
2839,128,451,84
2840,621,451,96
2841,415,451,67
2842,619,451,72
2843,987,451,107
2844,988,451,67
2845,856,451,148
2846,989,451,141
2847,678,451,130
2848,471,451,129
2849,990,451,115
2850,19,451,126
2851,991,451,103
2852,992,451,88
2853,993,451,84
2854,994,451,81
2855,995,451,84
2856,882,451,78
2857,658,451,78
2858,116,451,74
2859,959,451,86
2860,879,451,73
2861,965,451,76
2862,599,451,68
2863,996,451,67
2864,626,451,103
2865,12,451,64
2866,997,451,77
2867,778,451,63
2868,998,451,78
2869,999,451,62
2870,546,451,62
2871,1000,451,56
2872,439,451,56
2873,1001,451,55
2874,449,451,75
2875,311,451,62
2876,1002,451,53
2877,1003,451,58
2878,1004,451,55
2879,1005,451,52
